time;Job;Res;C;solution
20;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
20;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
21;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
21;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
22;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
22;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
23;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
23;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
24;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
24;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
25;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
25;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
26;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
26;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
27;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
27;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
28;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
28;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
29;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
29;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
30;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
30;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
31;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
31;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
32;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
32;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
33;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
33;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
34;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
34;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
35;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
35;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
36;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
36;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
37;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
37;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
38;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
38;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
39;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
39;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
40;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
40;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
41;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
41;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
42;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
42;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
43;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
43;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
44;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
44;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
45;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
45;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
46;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
46;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
47;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
47;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
48;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
48;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
49;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
49;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
50;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
50;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
51;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
51;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
52;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);88611704,0;1
52;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
53;Процесс (1)(b592b72d-7111-11ef-999b-30f6ef8c05a5);Исполнитель первого интервала(RS_2);100681304,0;1
53;Процесс (2)(b592b72e-7111-11ef-9755-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
54;Процесс (1)(b592b72d-7111-11ef-999b-30f6ef8c05a5);Исполнитель первого интервала(RS_2);100681304,0;1
54;Процесс (2)(b592b72e-7111-11ef-9755-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
55;Процесс (1)(b592b72d-7111-11ef-999b-30f6ef8c05a5);Исполнитель первого интервала(RS_2);100681304,0;1
55;Процесс (2)(b592b72e-7111-11ef-9755-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
56;Процесс (1)(b592b72d-7111-11ef-999b-30f6ef8c05a5);Исполнитель первого интервала(RS_2);100681304,0;1
56;Процесс (2)(b592b72e-7111-11ef-9755-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
57;Процесс (1)(b592b72d-7111-11ef-999b-30f6ef8c05a5);Исполнитель первого интервала(RS_2);100681304,0;1
57;Процесс (2)(b592b72e-7111-11ef-9755-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
58;Процесс (1)(b592b72d-7111-11ef-999b-30f6ef8c05a5);Исполнитель первого интервала(RS_2);100681304,0;1
58;Процесс (2)(b592b72e-7111-11ef-9755-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
59;Процесс (1)(b592b72d-7111-11ef-999b-30f6ef8c05a5);Исполнитель первого интервала(RS_2);100681304,0;1
59;Процесс (2)(b592b72e-7111-11ef-9755-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
60;Процесс (1)(b592b72d-7111-11ef-999b-30f6ef8c05a5);Исполнитель первого интервала(RS_2);100681304,0;1
60;Процесс (2)(b592b72e-7111-11ef-9755-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
61;Процесс (1)(b592b72d-7111-11ef-999b-30f6ef8c05a5);Исполнитель первого интервала(RS_2);100681304,0;1
61;Процесс (2)(b592b72e-7111-11ef-9755-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
62;Процесс (1)(b592b72d-7111-11ef-999b-30f6ef8c05a5);Исполнитель первого интервала(RS_2);100681304,0;1
62;Процесс (2)(b592b72e-7111-11ef-9755-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
63;Процесс (1)(b592b72d-7111-11ef-999b-30f6ef8c05a5);Исполнитель первого интервала(RS_2);100681304,0;1
63;Процесс (2)(b592b72e-7111-11ef-9755-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
64;Процесс (1)(b592b72d-7111-11ef-999b-30f6ef8c05a5);Исполнитель первого интервала(RS_2);100681304,0;1
64;Процесс (2)(b592b72e-7111-11ef-9755-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
130;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
131;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
132;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
133;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
134;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
135;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
136;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
137;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
138;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
139;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
140;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
141;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
142;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
143;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
144;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
145;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
146;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
147;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
148;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
149;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
150;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
151;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
152;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
153;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
154;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
155;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
156;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
157;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
158;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
159;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
160;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
161;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
162;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
163;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
164;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
165;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
166;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
167;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
168;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
169;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
250;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
251;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
252;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
253;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
254;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
255;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
256;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
257;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
258;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
259;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
260;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
261;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
262;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
263;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
264;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
265;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
266;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
267;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
268;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
269;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
270;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
271;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
272;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
273;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
274;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
275;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
276;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
277;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
278;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
279;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
280;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
281;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
282;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
283;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
284;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
285;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
286;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
287;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
288;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
289;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
290;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
291;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
292;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
293;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Основной исполитель(RS_1);73008536,0;1
300;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
301;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
302;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
303;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
304;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
305;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
306;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
307;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
308;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
309;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
310;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
311;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
312;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
313;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
314;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
315;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
316;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
317;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
318;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
319;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
320;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
321;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
322;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
323;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
324;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
325;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
326;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
327;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
328;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
329;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
330;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
331;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
332;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
333;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
334;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
335;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
336;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
337;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);67122252,0;1
