time;Job;Res;C;solution
20;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
20;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
21;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
21;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
22;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
22;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
23;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
23;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
24;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
24;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
25;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
25;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
26;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
26;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
27;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
27;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
28;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
28;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
29;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
29;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
30;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
30;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
31;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
31;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
32;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
32;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
33;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
33;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
34;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
34;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
35;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
35;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
36;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
36;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
37;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
37;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
38;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
38;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
39;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
39;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
40;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
40;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
41;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
41;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
42;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
42;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
43;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
43;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
44;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
44;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
45;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
45;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
46;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
46;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
47;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
47;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
48;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
48;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
49;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
49;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
50;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
50;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
50;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
51;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
51;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
51;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
52;Поток первого интервала(b592b729-7111-11ef-b7c6-30f6ef8c05a5);Основной исполитель(RS_1);54859196,0;1
52;Поток второго интервала(b592b72a-7111-11ef-bab5-30f6ef8c05a5);Исполнитель второго интервала(RS_3);0;1
52;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
53;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
53;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
53;Процесс (1)(b592b72d-7111-11ef-999b-30f6ef8c05a5);Исполнитель первого интервала(RS_2);0;1
53;Процесс (2)(b592b72e-7111-11ef-9755-30f6ef8c05a5);Исполнитель второго интервала(RS_3);64437836,0;1
54;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
54;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
54;Процесс (1)(b592b72d-7111-11ef-999b-30f6ef8c05a5);Исполнитель первого интервала(RS_2);0;1
54;Процесс (2)(b592b72e-7111-11ef-9755-30f6ef8c05a5);Исполнитель второго интервала(RS_3);64437836,0;1
55;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
55;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
55;Процесс (1)(b592b72d-7111-11ef-999b-30f6ef8c05a5);Исполнитель первого интервала(RS_2);0;1
55;Процесс (2)(b592b72e-7111-11ef-9755-30f6ef8c05a5);Исполнитель второго интервала(RS_3);64437836,0;1
56;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
56;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
56;Процесс (1)(b592b72d-7111-11ef-999b-30f6ef8c05a5);Исполнитель первого интервала(RS_2);0;1
56;Процесс (2)(b592b72e-7111-11ef-9755-30f6ef8c05a5);Исполнитель второго интервала(RS_3);64437836,0;1
57;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
57;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
57;Процесс (1)(b592b72d-7111-11ef-999b-30f6ef8c05a5);Исполнитель первого интервала(RS_2);0;1
57;Процесс (2)(b592b72e-7111-11ef-9755-30f6ef8c05a5);Исполнитель второго интервала(RS_3);64437836,0;1
58;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
58;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
58;Процесс (1)(b592b72d-7111-11ef-999b-30f6ef8c05a5);Исполнитель первого интервала(RS_2);0;1
58;Процесс (2)(b592b72e-7111-11ef-9755-30f6ef8c05a5);Исполнитель второго интервала(RS_3);64437836,0;1
59;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
59;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
59;Процесс (1)(b592b72d-7111-11ef-999b-30f6ef8c05a5);Исполнитель первого интервала(RS_2);0;1
59;Процесс (2)(b592b72e-7111-11ef-9755-30f6ef8c05a5);Исполнитель второго интервала(RS_3);64437836,0;1
60;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
60;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
60;Процесс (1)(b592b72d-7111-11ef-999b-30f6ef8c05a5);Исполнитель первого интервала(RS_2);0;1
60;Процесс (2)(b592b72e-7111-11ef-9755-30f6ef8c05a5);Исполнитель второго интервала(RS_3);64437836,0;1
61;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
61;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
61;Процесс (1)(b592b72d-7111-11ef-999b-30f6ef8c05a5);Исполнитель первого интервала(RS_2);0;1
61;Процесс (2)(b592b72e-7111-11ef-9755-30f6ef8c05a5);Исполнитель второго интервала(RS_3);64437836,0;1
62;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
62;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
62;Процесс (1)(b592b72d-7111-11ef-999b-30f6ef8c05a5);Исполнитель первого интервала(RS_2);0;1
62;Процесс (2)(b592b72e-7111-11ef-9755-30f6ef8c05a5);Исполнитель второго интервала(RS_3);64437836,0;1
63;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
63;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
63;Процесс (1)(b592b72d-7111-11ef-999b-30f6ef8c05a5);Исполнитель первого интервала(RS_2);0;1
63;Процесс (2)(b592b72e-7111-11ef-9755-30f6ef8c05a5);Исполнитель второго интервала(RS_3);64437836,0;1
64;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
64;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
64;Процесс (1)(b592b72d-7111-11ef-999b-30f6ef8c05a5);Исполнитель первого интервала(RS_2);0;1
64;Процесс (2)(b592b72e-7111-11ef-9755-30f6ef8c05a5);Исполнитель второго интервала(RS_3);64437836,0;1
65;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
65;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
66;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
66;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
67;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
67;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
68;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
68;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
69;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
69;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
70;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
70;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
71;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
71;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
72;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
72;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
73;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
73;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
74;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
74;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
75;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
75;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
76;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
76;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
77;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
77;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
78;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
78;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
79;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
79;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
80;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
81;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
82;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
83;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
84;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
85;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
86;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
87;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
88;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
89;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
90;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
91;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
92;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
93;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
94;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
95;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
96;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
97;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
98;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
99;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
100;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
101;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
102;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
103;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
104;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
105;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
106;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
107;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
108;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
109;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
110;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
111;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
112;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
113;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
114;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
115;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
116;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
117;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
118;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
119;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
120;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
121;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
122;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
123;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
124;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
125;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
126;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
127;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
128;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
129;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
130;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
130;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
131;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
131;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
132;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
132;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
133;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
133;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
134;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
134;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
135;Поток третьего интервала(b592b72b-7111-11ef-9080-30f6ef8c05a5);Основной исполитель(RS_1);38268632,0;1
135;Поток четвертого интервала(b592b72c-7111-11ef-9414-30f6ef8c05a5);Исполнитель четвертого интервала(RS_5);42743372,0;1
