time;Job;Res;C;solution
45;Формирование управления (23)(ef009556-750a-11ef-8bf0-30f6ef8c05a5);ЦУП(RS_3);0;1
46;Формирование управления (23)(ef009556-750a-11ef-8bf0-30f6ef8c05a5);ЦУП(RS_3);0;1
47;Формирование управления (23)(ef009556-750a-11ef-8bf0-30f6ef8c05a5);ЦУП(RS_3);0;1
48;Формирование управления (23)(ef009556-750a-11ef-8bf0-30f6ef8c05a5);ЦУП(RS_3);0;1
49;Формирование управления (23)(ef009556-750a-11ef-8bf0-30f6ef8c05a5);ЦУП(RS_3);0;1
50;Формирование управления (23)(ef009556-750a-11ef-8bf0-30f6ef8c05a5);ЦУП(RS_3);0;1
51;Передача ЦУП-ОКИК (29)(ef00bc4e-750a-11ef-b22e-30f6ef8c05a5);ЦУП(RS_3);0;1
52;Передача ЦУП-ОКИК (29)(ef00bc4e-750a-11ef-b22e-30f6ef8c05a5);ЦУП(RS_3);0;1
53;Передача ЦУП-ОКИК (29)(ef00bc4e-750a-11ef-b22e-30f6ef8c05a5);ЦУП(RS_3);0;1
54;Передача ЦУП-ОКИК (29)(ef00bc4e-750a-11ef-b22e-30f6ef8c05a5);ЦУП(RS_3);0;1
55;Передача ЦУП-ОКИК (29)(ef00bc4e-750a-11ef-b22e-30f6ef8c05a5);ЦУП(RS_3);0;1
56;Передача ЦУП-ОКИК (29)(ef00bc4e-750a-11ef-b22e-30f6ef8c05a5);ЦУП(RS_3);0;1
57;Передача ЦУП-ОКИК (29)(ef00bc4e-750a-11ef-b22e-30f6ef8c05a5);ЦУП(RS_3);0;1
58;Передача ЦУП-ОКИК (29)(ef00bc4e-750a-11ef-b22e-30f6ef8c05a5);ЦУП(RS_3);0;1
59;Передача ЦУП-ОКИК (29)(ef00bc4e-750a-11ef-b22e-30f6ef8c05a5);ЦУП(RS_3);0;1
60;Передача ЦУП-ОКИК (29)(ef00bc4e-750a-11ef-b22e-30f6ef8c05a5);ЦУП(RS_3);0;1
61;Передача ЦУП-ОКИК (29)(ef00bc4e-750a-11ef-b22e-30f6ef8c05a5);ЦУП(RS_3);0;1
62;Передача ОКИК-КА (30)(ef00955a-750a-11ef-b11e-30f6ef8c05a5);ОКИК(RS_2);0;1
63;Передача ОКИК-КА (30)(ef00955a-750a-11ef-b11e-30f6ef8c05a5);ОКИК(RS_2);0;1
64;Передача ОКИК-КА (30)(ef00955a-750a-11ef-b11e-30f6ef8c05a5);ОКИК(RS_2);0;1
65;Передача ОКИК-КА (30)(ef00955a-750a-11ef-b11e-30f6ef8c05a5);ОКИК(RS_2);0;1
66;Передача ОКИК-КА (30)(ef00955a-750a-11ef-b11e-30f6ef8c05a5);ОКИК(RS_2);0;1
67;Передача ОКИК-КА (30)(ef00955a-750a-11ef-b11e-30f6ef8c05a5);ОКИК(RS_2);0;1
68;Передача ОКИК-КА (30)(ef00955a-750a-11ef-b11e-30f6ef8c05a5);ОКИК(RS_2);0;1
69;Передача ОКИК-КА (30)(ef00955a-750a-11ef-b11e-30f6ef8c05a5);ОКИК(RS_2);0;1
70;Передача ОКИК-КА (30)(ef00955a-750a-11ef-b11e-30f6ef8c05a5);ОКИК(RS_2);0;1
71;Передача ОКИК-КА (30)(ef00955a-750a-11ef-b11e-30f6ef8c05a5);ОКИК(RS_2);0;1
72;Передача ОКИК-КА (30)(ef00955a-750a-11ef-b11e-30f6ef8c05a5);ОКИК(RS_2);0;1
73;Передача ОКИК-КА (30)(ef00955a-750a-11ef-b11e-30f6ef8c05a5);ОКИК(RS_2);0;1
74;Передача ОКИК-КА (30)(ef00955a-750a-11ef-b11e-30f6ef8c05a5);ОКИК(RS_2);0;1
75;Передача ОКИК-КА (30)(ef00955a-750a-11ef-b11e-30f6ef8c05a5);ОКИК(RS_2);0;1
76;Передача ОКИК-КА (30)(ef00955a-750a-11ef-b11e-30f6ef8c05a5);ОКИК(RS_2);0;1
77;Реализация управления (5)(ef00bc50-750a-11ef-87ee-30f6ef8c05a5);КА(RS_1);0;1
78;Реализация управления (5)(ef00bc50-750a-11ef-87ee-30f6ef8c05a5);КА(RS_1);0;1
79;Реализация управления (5)(ef00bc50-750a-11ef-87ee-30f6ef8c05a5);КА(RS_1);0;1
80;Реализация управления (5)(ef00bc50-750a-11ef-87ee-30f6ef8c05a5);КА(RS_1);0;1
